@RELATION csvToArff

@ATTRIBUTE credit_lines_outstanding REAL
@ATTRIBUTE payment_to_incomeratio REAL
@ATTRIBUTE debt_to_incomeratio REAL
@ATTRIBUTE years_employed REAL
@ATTRIBUTE fico_score REAL
@ATTRIBUTE default REAL

@DATA
0,0.06726995,0.066688299,4,653,0
0,0.052566744,0.052323847,6,655,0
0,0.057753171,0.01,5,581,0
5,0.063556837,0.277047898,4,546,1
3,0.058349198,0.174104781,7,672,0
1,0.063528043,0.106516499,5,662,0
3,0.048718107,0.197818167,4,673,0
0,0.073998807,0.054890919,3,634,0
0,0.042604545,0.059191341,4,585,0
0,0.055209257,0.040257446,4,600,0
0,0.051361081,0.066163299,7,658,0
5,0.057186005,0.281581262,6,549,1
5,0.059368385,0.310499107,3,585,1
2,0.067749106,0.153243348,5,633,0
0,0.066826489,0.081940703,3,586,0
0,0.065893426,0.01,5,683,0
0,0.070331676,0.033803503,4,715,0
3,0.057311619,0.198258441,4,700,0
1,0.052034109,0.100570062,7,665,0
1,0.063034811,0.110611094,6,720,0
2,0.079017531,0.190430561,2,580,0
1,0.04633464,0.113470386,5,713,0
5,0.067450109,0.319249956,4,659,1
1,0.063122379,0.078610801,6,588,0
3,0.059753976,0.152554617,7,624,0
0,0.046513755,0.01,5,669,0
0,0.049360911,0.012035603,5,708,0
2,0.06159329,0.192652224,4,598,0
0,0.047978483,0.060238797,4,652,0
0,0.043598527,0.06473427,4,602,0
0,0.059191474,0.031069749,3,635,0
1,0.065597538,0.123375311,5,661,0
5,0.067617684,0.260968883,1,476,1
5,0.058412154,0.2962624,2,650,1
4,0.057219108,0.215114061,6,638,1
1,0.049389882,0.09147305,5,623,0
0,0.033953663,0.074523368,2,623,0
1,0.047474298,0.0998123,6,600,0
1,0.075576953,0.079363959,7,718,0
2,0.073533718,0.159534879,6,612,0
2,0.06143466,0.166681513,2,555,0
1,0.065305325,0.098018437,5,637,0
1,0.039081699,0.069457801,8,631,0
1,0.058914443,0.099003735,7,621,0
1,0.068915381,0.0802863,6,649,0
1,0.051731298,0.116685488,6,709,0
0,0.077433758,0.070142426,4,634,0
5,0.054271469,0.302872909,4,502,1
2,0.071796229,0.15677338,4,732,0
1,0.052422005,0.125864199,5,700,0
0,0.056828694,0.025270444,5,734,0
0,0.06164287,0.081740981,4,613,0
4,0.085270425,0.201781964,7,612,0
0,0.068004858,0.07551327,4,556,0
5,0.072139392,0.274858927,3,544,1
4,0.05991876,0.236255979,6,778,0
2,0.050793061,0.133639113,5,736,0
5,0.064481313,0.273028418,4,546,1
3,0.050616993,0.19596023,5,591,0
0,0.071351948,0.02933848,2,600,0
1,0.047520169,0.090644143,5,586,0
5,0.05228655,0.236215493,5,498,1
5,0.049319236,0.270277838,4,554,1
0,0.053628154,0.108111999,3,589,0
3,0.077797103,0.1942933,3,607,1
1,0.066361019,0.093229467,5,584,0
1,0.071870493,0.08946702,5,605,0
1,0.071758798,0.098147426,2,556,0
0,0.056758016,0.031518305,6,594,0
0,0.058429487,0.017115429,5,572,0
5,0.059055846,0.266485623,3,579,1
5,0.056173814,0.313324465,5,627,1
1,0.069895558,0.09756059,5,646,0
0,0.068823122,0.015446023,6,681,0
0,0.069647823,0.071752875,5,613,0
3,0.059791015,0.176028186,4,641,0
1,0.056998403,0.115455644,5,643,0
0,0.066648471,0.01,6,606,0
0,0.068879951,0.110368006,1,704,0
4,0.063306911,0.184467599,7,570,0
1,0.058108145,0.080623188,5,565,0
0,0.081066324,0.058866643,2,641,0
1,0.049304225,0.093603991,5,729,0
2,0.050182533,0.119237643,9,722,0
0,0.070688312,0.053890038,2,670,0
0,0.057686439,0.048443805,2,628,0
5,0.070211245,0.280435257,3,546,1
0,0.056994202,0.074840095,4,661,0
2,0.070510924,0.151487878,4,707,0
0,0.059512577,0.076024675,2,644,0
0,0.069760825,0.109108771,2,687,0
1,0.068241867,0.088961272,5,639,0
0,0.066463774,0.089827673,5,654,0
2,0.043140226,0.151911126,7,672,0
0,0.049442997,0.01,7,577,0
3,0.051903115,0.180572332,6,614,0
0,0.076028853,0.070223978,2,598,0
5,0.065782448,0.244722275,5,603,1
5,0.062160831,0.31459575,3,568,1
3,0.084467537,0.178487194,4,619,0
1,0.042892092,0.125197057,6,694,0
0,0.050510483,0.035726236,3,610,0
3,0.052014116,0.198582913,5,610,0
1,0.063572197,0.112131232,6,694,0
0,0.046226989,0.012046936,6,715,0
0,0.06666089,0.036559565,4,653,0
0,0.070836363,0.063700217,5,729,0
0,0.057301982,0.053849099,5,729,0
1,0.064041526,0.134259332,6,652,0
0,0.068838013,0.084632492,3,675,0
2,0.072223794,0.165332834,3,600,0
0,0.07214524,0.04848537,2,688,0
0,0.055201953,0.019532962,5,652,0
0,0.053156025,0.070416109,5,705,0
5,0.039178598,0.287434091,6,653,1
4,0.056732145,0.264375106,3,501,1
0,0.059026558,0.054000725,2,586,0
0,0.068176041,0.012442595,3,612,0
0,0.071144679,0.078912091,3,625,0
2,0.060601644,0.136010324,6,528,0
0,0.070008893,0.062632912,4,659,0
5,0.067167764,0.272792373,3,589,1
0,0.062103521,0.091606952,4,566,0
0,0.062639745,0.068671342,3,608,0
0,0.060452922,0.089307524,2,668,0
3,0.060864638,0.198691261,5,602,0
1,0.056290874,0.087947007,6,718,0
0,0.065952265,0.077040107,2,610,0
0,0.084252522,0.08874142,3,610,0
0,0.066794625,0.093493243,2,645,0
3,0.072705109,0.166372145,4,624,0
5,0.057374859,0.305496233,2,575,1
1,0.064642808,0.115776134,6,623,0
5,0.054832676,0.27138302,2,637,1
2,0.056860293,0.161910621,1,485,1
0,0.052564347,0.021581151,4,607,0
0,0.061201825,0.054483354,6,597,0
1,0.055224929,0.109484143,6,644,0
5,0.05154583,0.297735025,5,549,1
0,0.039348469,0.048403745,6,660,0
3,0.064588134,0.179056361,5,585,0
1,0.064566502,0.108849396,5,640,0
0,0.051508626,0.070996576,5,614,0
0,0.069597528,0.020732464,3,749,0
0,0.053551409,0.045645845,7,643,0
0,0.087881302,0.059436,2,741,0
1,0.054478483,0.092283131,8,720,0
3,0.066506635,0.189473785,4,695,0
1,0.058864726,0.092607943,6,638,0
1,0.06735671,0.091177944,6,742,0
0,0.062793829,0.040817505,4,594,0
0,0.063618981,0.09663787,4,624,0
2,0.033905998,0.119918643,10,632,0
3,0.051598047,0.200061796,4,641,0
4,0.058915684,0.225072894,6,669,1
4,0.053664062,0.210080331,6,657,0
0,0.064492368,0.059577111,3,655,0
0,0.069664132,0.021002005,6,713,0
1,0.068607908,0.099832368,5,713,0
1,0.040375402,0.12383589,4,671,0
1,0.036415428,0.130622837,6,741,0
0,0.066514469,0.046278144,8,714,0
0,0.049070711,0.068008334,4,621,0
1,0.048453807,0.085678859,4,656,0
1,0.060692813,0.129857016,5,577,0
3,0.064363226,0.203021026,2,587,1
0,0.082779403,0.075486736,5,583,0
1,0.056169839,0.085669499,7,682,0
0,0.061133935,0.073320944,3,555,0
3,0.062182334,0.169718142,6,570,0
0,0.067316622,0.039945569,4,652,0
2,0.040968975,0.093726368,8,614,0
0,0.047715796,0.012586471,5,711,0
4,0.061535101,0.196900044,6,581,1
0,0.073377699,0.102111002,3,712,0
2,0.050083624,0.152695849,5,656,0
2,0.068163162,0.131881742,2,645,0
0,0.046869056,0.070517717,6,740,0
1,0.044471262,0.08678369,7,640,0
0,0.037566219,0.07614561,5,757,0
2,0.052178547,0.120700306,8,633,0
1,0.076634268,0.087537884,4,697,0
4,0.056784685,0.214339132,7,676,0
5,0.061484243,0.324638147,3,582,1
3,0.061919599,0.182433891,4,654,0
5,0.072688264,0.349851219,4,557,1
5,0.061432291,0.264445381,3,563,1
2,0.069296338,0.134164821,5,628,0
0,0.054727849,0.086487332,2,617,0
5,0.074419863,0.279611841,3,490,1
3,0.055276988,0.22666354,2,633,1
2,0.046868666,0.163679124,4,719,0
3,0.060488302,0.15981323,6,774,0
5,0.054162083,0.301508276,2,650,1
3,0.07210866,0.211270912,3,659,1
2,0.049106115,0.130126397,7,730,0
5,0.062795198,0.270861654,4,543,1
2,0.05421243,0.123995526,7,711,0
0,0.053972464,0.037333181,3,639,0
0,0.061445653,0.092286188,4,726,0
0,0.04937405,0.02312466,4,586,0
2,0.073241661,0.113828242,5,616,0
2,0.050644241,0.123119087,8,719,0
3,0.051698067,0.204506724,5,639,0
2,0.053283401,0.165979376,4,681,0
0,0.065685903,0.06428615,4,620,0
0,0.056311773,0.099224664,5,823,0
1,0.046315311,0.091788738,6,640,0
3,0.058834039,0.170934393,5,685,0
0,0.063475538,0.069436866,3,595,0
0,0.061778883,0.07949617,4,641,0
0,0.053106321,0.064285793,3,600,0
4,0.063237697,0.224080288,6,714,0
0,0.046751811,0.045561956,4,511,0
0,0.069675152,0.089918721,2,646,0
1,0.057434185,0.1180516,2,591,0
5,0.051694638,0.255359144,4,505,1
2,0.051330992,0.10531379,7,686,0
2,0.072419369,0.16776965,4,751,0
1,0.046945993,0.119009885,5,770,0
1,0.068863366,0.099290812,6,617,0
0,0.061264979,0.078636537,5,601,0
5,0.068450287,0.343389519,2,483,1
0,0.069823884,0.100187125,4,757,0
0,0.048035942,0.077706984,6,633,0
1,0.074428634,0.119983614,4,635,0
0,0.065961699,0.069312059,3,663,0
1,0.069039368,0.104628119,5,596,0
0,0.063992125,0.075296812,5,622,0
1,0.045402509,0.12746433,5,603,0
1,0.052751537,0.090547384,7,644,0
1,0.072146951,0.103385223,5,692,0
5,0.082354107,0.269686349,3,548,1
3,0.059443916,0.19736183,4,635,0
0,0.05219752,0.044127852,3,528,0
1,0.06311858,0.08958502,7,691,0
0,0.052795139,0.023988677,4,592,0
0,0.069636232,0.043285954,3,632,0
1,0.059538454,0.10552831,5,626,0
3,0.058614197,0.202241819,4,633,0
1,0.073330954,0.094955079,4,704,0
5,0.057644443,0.26717462,3,602,1
0,0.069951814,0.089307178,3,661,0
0,0.035526295,0.01,2,626,0
3,0.06318146,0.209612541,3,619,1
2,0.053255633,0.126361877,7,644,0
1,0.058658086,0.135955479,3,634,0
1,0.067573765,0.068062515,7,519,0
1,0.067369721,0.1263224,5,791,0
5,0.048453807,0.342516173,4,642,1
1,0.043787168,0.120413169,5,664,0
0,0.065708346,0.01,6,656,0
0,0.073474977,0.055110193,4,710,0
0,0.056869942,0.083781518,3,675,0
0,0.052535417,0.0883595,5,626,0
0,0.049582147,0.055262479,4,650,0
0,0.057395404,0.086905272,5,576,0
0,0.061674691,0.026085778,4,649,0
0,0.049542866,0.08279931,5,650,0
2,0.045697483,0.133612681,6,508,0
0,0.068459331,0.08083865,4,508,0
0,0.069362306,0.042988597,3,702,0
0,0.053144621,0.080601843,4,659,0
1,0.055895987,0.110388236,5,630,0
3,0.032833537,0.151394233,7,696,0
2,0.057607967,0.147632322,6,665,0
4,0.079931058,0.259344276,4,679,1
5,0.069062632,0.294171114,4,562,1
1,0.070736876,0.096307798,2,637,0
4,0.075012354,0.249768559,1,496,1
5,0.048107452,0.271119245,3,549,1
5,0.057584211,0.252250527,5,601,1
2,0.057190949,0.105588605,6,656,0
5,0.052063452,0.301117569,3,609,1
1,0.043542758,0.095325757,7,643,0
0,0.046265194,0.045608283,4,582,0
2,0.040602359,0.112193772,5,645,0
0,0.056081769,0.087009705,2,597,0
2,0.053858036,0.149363969,4,661,0
4,0.072224808,0.232438088,3,584,1
0,0.044059754,0.01,3,665,0
0,0.05296556,0.01,8,677,0
5,0.049678371,0.276774131,3,547,1
4,0.056484815,0.262547637,2,521,1
0,0.058261038,0.050571548,6,628,0
5,0.072023332,0.331243674,4,609,1
2,0.070764162,0.139576906,4,612,0
3,0.062325417,0.188139521,5,666,0
0,0.064330676,0.080998712,4,691,0
1,0.051107846,0.122777044,5,678,0
0,0.053381916,0.114258843,3,626,0
0,0.052725476,0.074446385,4,586,0
0,0.055339585,0.045589019,3,599,0
1,0.064302157,0.074411003,6,654,0
1,0.054436875,0.107985194,6,547,0
5,0.066020431,0.325934608,3,648,1
1,0.047878906,0.092824604,6,574,0
0,0.048953962,0.018481606,6,634,0
1,0.057069939,0.10106063,6,659,0
2,0.053295249,0.159158247,5,747,0
1,0.048806975,0.084672549,6,683,0
1,0.071752523,0.097371518,4,702,0
1,0.042627189,0.080111274,6,769,0
2,0.044957831,0.103509891,7,595,0
2,0.043378937,0.107533218,7,669,0
1,0.063208492,0.133649997,4,663,0
5,0.055897537,0.274798123,3,483,1
1,0.067260324,0.107395109,6,664,0
0,0.050379247,0.05163305,4,533,0
0,0.044471054,0.05971851,5,622,0
0,0.056490272,0.088058302,2,619,0
2,0.057778466,0.145540443,3,574,0
1,0.060048846,0.104389184,7,624,0
1,0.057916216,0.108029601,5,646,0
2,0.063950986,0.161981847,2,575,0
0,0.064522696,0.036275384,5,662,0
5,0.077812372,0.364207948,2,536,1
2,0.048096636,0.141985783,5,642,0
0,0.057750685,0.056993555,3,618,0
1,0.057261726,0.113070639,6,613,0
2,0.036107131,0.118186537,8,690,0
5,0.06975076,0.285744556,3,664,1
0,0.06327157,0.054335908,5,714,0
0,0.053563843,0.07770712,5,646,0
3,0.072294248,0.190211272,6,644,0
3,0.057671323,0.192643114,3,678,0
5,0.070545421,0.246034954,5,485,1
2,0.065540176,0.165462621,4,779,0
0,0.052897476,0.098748639,3,584,0
0,0.075252441,0.07646288,2,697,0
5,0.074165112,0.283337896,3,598,1
2,0.063508404,0.126376331,8,751,0
1,0.043907584,0.087317378,8,641,0
0,0.081489484,0.077323222,3,646,0
0,0.047830362,0.054967638,4,625,0
0,0.080303558,0.051449928,4,635,0
5,0.068942258,0.325488298,4,616,1
0,0.05903179,0.067471311,4,621,0
1,0.05022582,0.118464102,5,764,0
0,0.055637368,0.045475826,5,660,0
0,0.04145742,0.022041905,6,612,0
2,0.03148021,0.143355487,6,664,0
0,0.065020704,0.066096156,3,674,0
2,0.070062425,0.129809684,7,604,0
3,0.051511431,0.2028398,4,685,0
0,0.060859215,0.062375523,4,701,0
0,0.070425009,0.019017442,3,610,0
1,0.05252807,0.095855676,5,630,0
0,0.05346476,0.01,8,741,0
0,0.055221636,0.059705672,5,582,0
5,0.061454246,0.254367137,3,664,1
0,0.059487774,0.075475626,4,579,0
0,0.068568333,0.103523827,3,804,0
5,0.055511525,0.271667775,4,512,1
3,0.053877082,0.169917533,6,592,0
1,0.077368441,0.065753706,6,603,0
4,0.073548847,0.231457401,4,691,1
0,0.065402468,0.069328509,4,663,0
1,0.061363341,0.097183139,6,681,0
1,0.058339541,0.112913047,6,697,0
5,0.07483572,0.313427099,2,577,1
2,0.067759169,0.136053633,5,683,0
1,0.05977276,0.11106519,5,639,0
1,0.063116637,0.104344507,4,609,0
0,0.055240268,0.01,4,629,0
1,0.05967427,0.126702458,4,665,0
0,0.042400166,0.014453536,7,718,0
0,0.079352006,0.076955564,4,685,0
2,0.079104124,0.170197086,2,678,0
1,0.061400634,0.115986032,6,660,0
1,0.047696415,0.122193526,4,708,0
3,0.056325364,0.186290768,3,683,0
2,0.056936842,0.138346059,8,680,0
2,0.054456859,0.146125117,6,565,0
2,0.071727482,0.119427409,5,650,0
0,0.059337751,0.019231414,5,629,0
0,0.034782511,0.056213744,5,638,0
0,0.043811909,0.073132301,5,540,0
1,0.063853212,0.126949787,2,601,0
4,0.064486537,0.201503331,6,629,1
5,0.046922078,0.273282805,4,549,1
0,0.036248932,0.021514776,4,622,0
0,0.036428302,0.030728232,5,593,0
1,0.05139241,0.111950451,7,579,0
5,0.070671147,0.285703823,1,551,1
0,0.047677791,0.0682677,5,619,0
5,0.081651962,0.319284578,5,710,1
1,0.039973688,0.114198684,6,613,0
0,0.059529469,0.049766739,5,585,0
2,0.055594487,0.118006324,7,747,0
2,0.047486379,0.142720767,4,626,0
0,0.06007445,0.053638811,3,673,0
1,0.041329597,0.099910811,5,611,0
0,0.064690574,0.085065655,3,698,0
0,0.053356217,0.082370199,4,664,0
1,0.05732236,0.113442361,6,562,0
0,0.043760541,0.03185362,7,639,0
0,0.059588976,0.067489464,1,715,0
3,0.061567425,0.219609066,4,603,1
1,0.068223261,0.088625517,6,607,0
0,0.049533088,0.01,4,706,0
2,0.05709211,0.131456885,6,646,0
5,0.069841183,0.278817158,4,501,1
0,0.072831521,0.05449827,5,690,0
0,0.041943896,0.058634093,5,615,0
2,0.033146277,0.111630515,8,663,0
5,0.057352454,0.273808538,4,672,1
0,0.073219029,0.026009216,1,643,0
1,0.046537056,0.137917785,5,687,0
5,0.053454181,0.254668244,8,639,1
1,0.049396298,0.065287781,6,667,0
3,0.056644868,0.216504166,5,705,0
5,0.062394317,0.258035966,4,515,1
0,0.059243284,0.080593262,3,605,0
2,0.065412983,0.1674118,3,628,0
4,0.071121712,0.231186165,5,715,1
0,0.045083461,0.080859526,5,650,0
1,0.039531732,0.116392695,4,734,0
0,0.055405641,0.079355031,4,619,0
1,0.05992373,0.098972989,7,662,0
2,0.071549652,0.123875296,8,690,0
0,0.046463168,0.074115586,2,644,0
1,0.060658879,0.113587675,5,799,0
0,0.059727781,0.062689152,3,616,0
0,0.061157878,0.081515209,5,574,0
1,0.055126259,0.112717947,5,714,0
0,0.065307825,0.064502736,5,676,0
5,0.05801187,0.31832502,4,628,1
3,0.053829929,0.172503558,5,607,0
0,0.067141057,0.067583829,2,632,0
5,0.058442111,0.256886008,7,639,1
4,0.059604175,0.250489122,3,560,1
3,0.059333369,0.192578449,4,580,0
0,0.059986474,0.024488972,5,706,0
1,0.058031711,0.122585563,4,713,0
0,0.051088997,0.057836384,4,620,0
5,0.076803263,0.261266817,3,618,1
0,0.057706078,0.094426487,4,634,0
1,0.059243982,0.11349485,5,641,0
1,0.075860408,0.092339824,5,617,0
0,0.054898545,0.057009213,6,651,0
1,0.058675983,0.09939869,6,733,0
0,0.057679011,0.025248457,5,609,0
4,0.059318136,0.224059721,6,655,1
2,0.055023974,0.176925494,1,528,1
5,0.057725628,0.30097236,2,541,1
0,0.064903936,0.056955386,3,621,0
4,0.075583902,0.215397384,3,538,1
1,0.047683811,0.082344032,5,552,0
0,0.074820099,0.040754749,6,668,0
0,0.089128625,0.044187536,1,651,0
0,0.04614452,0.07424705,4,643,0
1,0.049139836,0.096303422,6,569,0
0,0.065822642,0.051631533,3,580,0
3,0.067771364,0.15812737,6,709,0
0,0.050802336,0.111943132,3,613,0
4,0.068328102,0.189900293,5,686,1
5,0.060966527,0.300399713,8,667,1
0,0.05614158,0.070506021,4,686,0
0,0.066035153,0.078954949,5,641,0
0,0.061121847,0.038524561,2,601,0
0,0.052118315,0.072411841,3,583,0
5,0.069770063,0.271712647,5,567,1
1,0.064202209,0.094800911,5,654,0
5,0.04477101,0.267251253,6,610,1
0,0.066796882,0.104714308,3,616,0
0,0.071859448,0.048056424,3,584,0
0,0.077255,0.071530504,3,540,0
5,0.061923057,0.268245381,5,621,1
0,0.065347939,0.09127143,2,561,0
1,0.047613794,0.110160405,6,785,0
0,0.061768149,0.062211728,6,597,0
0,0.060074404,0.056225967,6,661,0
0,0.060014572,0.083790503,1,578,0
1,0.045621479,0.086192803,6,619,0
5,0.066285571,0.320862031,4,666,1
0,0.063957868,0.064734923,3,527,0
3,0.056701897,0.216787073,4,567,1
5,0.053693186,0.3514403,4,580,1
0,0.079005427,0.094133791,3,673,0
1,0.049793774,0.115688826,5,670,0
0,0.059034099,0.093208153,3,632,0
2,0.077347516,0.119280826,5,667,0
4,0.054363016,0.220058008,5,729,1
5,0.077218114,0.314374283,6,592,1
2,0.061117854,0.139925161,6,662,0
0,0.064944267,0.089402635,4,586,0
3,0.047699073,0.172070027,6,608,0
2,0.048499351,0.136117013,4,682,0
1,0.054801614,0.069831321,8,743,0
4,0.063815427,0.224329029,2,602,1
1,0.050046407,0.087333134,5,718,0
0,0.061529684,0.01,5,617,0
1,0.054059832,0.108174058,4,662,0
3,0.071673918,0.194361304,4,587,0
1,0.051116836,0.101454597,5,717,0
3,0.070229944,0.178814055,4,610,0
1,0.069761913,0.108004387,5,715,0
2,0.067580738,0.11688854,8,769,0
0,0.063613631,0.032020227,4,655,0
1,0.06871289,0.12087825,5,719,0
0,0.068086646,0.01,4,707,0
2,0.077368258,0.148653108,3,603,0
0,0.073780753,0.06899142,3,614,0
1,0.053893965,0.076622042,5,629,0
0,0.053529394,0.01,8,652,0
1,0.054728112,0.105941852,4,689,0
2,0.050899394,0.14745677,7,628,0
2,0.059861233,0.182728732,1,547,1
4,0.069538453,0.231055378,6,605,1
0,0.071065994,0.085419659,4,718,0
0,0.06176556,0.082261412,4,668,0
0,0.055546878,0.094649609,4,647,0
0,0.050119929,0.061526281,5,625,0
0,0.05703926,0.050293246,3,642,0
1,0.062851002,0.106268771,3,585,0
1,0.054390634,0.106483682,6,599,0
5,0.074882812,0.302209546,4,590,1
0,0.076401479,0.048860702,5,673,0
0,0.062571066,0.033585778,4,588,0
2,0.057826619,0.097521824,9,657,0
2,0.065329099,0.180346797,5,746,0
0,0.068524797,0.114760043,3,671,0
1,0.060765748,0.074027605,7,668,0
0,0.066275252,0.077485906,3,674,0
1,0.040550312,0.113148149,5,650,0
0,0.048233709,0.074483643,5,585,0
0,0.06767689,0.074230174,5,655,0
1,0.064565232,0.105800039,6,605,0
0,0.059488373,0.050754495,4,580,0
2,0.078462353,0.141301263,5,619,0
0,0.049196073,0.102200821,4,649,0
0,0.049504694,0.04942409,4,598,0
1,0.050203718,0.103133734,6,615,0
0,0.06453011,0.06757972,4,600,0
0,0.058959041,0.073017834,4,631,0
4,0.070297201,0.251710857,3,608,1
4,0.072412401,0.245014468,2,563,1
1,0.051447624,0.103014279,5,677,0
0,0.067364985,0.039262351,4,649,0
0,0.063992349,0.081164249,3,575,0
4,0.064826443,0.201667294,5,645,1
1,0.047200081,0.107016903,6,619,0
0,0.044390552,0.078904851,4,663,0
0,0.034551731,0.096083078,3,652,0
1,0.050397339,0.129248903,6,650,0
0,0.046235718,0.01,3,548,0
3,0.071777969,0.195510203,2,486,1
1,0.063427974,0.118517159,5,677,0
0,0.053090988,0.090003044,4,747,0
1,0.044544472,0.101710956,4,571,0
0,0.06057787,0.074423359,4,655,0
0,0.053292248,0.064532124,3,596,0
1,0.063185762,0.101901568,5,669,0
1,0.063046874,0.118177576,6,624,0
0,0.042731886,0.026745296,6,674,0
1,0.055349956,0.090516365,6,637,0
0,0.060518597,0.043361431,5,558,0
1,0.052032288,0.133014424,5,743,0
5,0.055312103,0.278397848,3,547,1
1,0.046647098,0.063208978,5,572,0
0,0.062617619,0.077367127,3,571,0
5,0.062853577,0.285759634,5,659,1
1,0.064659824,0.095387634,5,629,0
0,0.056326093,0.074508725,4,665,0
5,0.055971119,0.3360669,1,489,1
5,0.082182009,0.274577766,4,810,1
3,0.049710191,0.123262239,8,658,0
1,0.074962449,0.094927059,5,645,0
1,0.057883914,0.084869425,6,625,0
0,0.059650737,0.070317174,6,698,0
4,0.074991131,0.244646825,3,588,1
2,0.066788883,0.095007166,9,651,0
5,0.057876841,0.271452766,4,583,1
0,0.054986818,0.060627174,3,673,0
0,0.060661951,0.038548246,4,706,0
1,0.067377964,0.157533673,1,533,0
2,0.043312669,0.126959723,5,653,0
0,0.051515036,0.043431774,7,785,0
0,0.061608537,0.061429562,4,600,0
0,0.049551383,0.056494686,5,709,0
0,0.064130319,0.092517458,2,631,0
2,0.05116082,0.118443155,8,665,0
0,0.052065845,0.08197929,5,693,0
0,0.064747087,0.059131218,4,607,0
0,0.079919998,0.052567553,4,602,0
0,0.061935527,0.070896384,3,701,0
1,0.053289958,0.09384674,5,480,0
1,0.054985153,0.120342581,7,609,0
1,0.064497268,0.112344632,5,681,0
0,0.058725602,0.048116446,5,658,0
0,0.068946459,0.053878185,5,757,0
1,0.068691671,0.119092069,3,607,0
0,0.055381553,0.047827086,4,683,0
5,0.060114662,0.327359309,4,598,1
0,0.062093891,0.016319303,4,636,0
0,0.077617117,0.079891779,3,606,0
2,0.062874503,0.175365096,2,593,0
4,0.069282413,0.257136362,1,570,1
3,0.044841857,0.179881166,5,450,0
0,0.063008733,0.066685287,4,654,0
4,0.057801646,0.236608452,4,666,1
0,0.074234486,0.086332342,3,676,0
0,0.051494851,0.036813485,6,637,0
5,0.083089947,0.245432856,7,623,1
2,0.0808908,0.205097359,0,545,1
5,0.025993825,0.221319631,8,715,1
1,0.062930776,0.09657735,6,661,0
3,0.044997567,0.217912695,5,613,0
4,0.062396063,0.201914486,5,663,1
0,0.082564766,0.035546492,4,652,0
3,0.036997987,0.166771459,6,570,0
0,0.059102094,0.053071871,4,696,0
0,0.066140542,0.086778894,5,594,0
1,0.050302178,0.09426729,5,696,0
1,0.058915496,0.070689221,5,666,0
0,0.055094146,0.069970214,5,703,0
2,0.056092971,0.137692319,5,747,0
5,0.083287617,0.282825465,3,580,1
0,0.072195791,0.058332472,5,590,0
0,0.052166205,0.081756205,3,588,0
0,0.058797862,0.01,6,581,0
2,0.05201044,0.171632259,5,725,0
1,0.070350361,0.096544084,6,692,0
5,0.062510719,0.265847034,3,590,1
2,0.074809298,0.146571823,4,640,0
1,0.063632722,0.11432883,5,729,0
2,0.064551852,0.160728685,3,612,0
3,0.077192858,0.190382566,4,546,1
5,0.058713191,0.308842464,4,559,1
1,0.06497596,0.128915528,5,592,0
2,0.044730312,0.119247293,7,653,0
0,0.04745437,0.01,6,575,0
5,0.056239026,0.344121157,4,593,1
0,0.057485009,0.036478243,4,641,0
1,0.067599982,0.119070672,4,623,0
1,0.050781981,0.110077057,6,668,0
0,0.051822129,0.107511492,2,751,0
0,0.062691449,0.058081682,5,562,0
0,0.050676984,0.01,3,719,0
1,0.043590304,0.069058467,6,584,0
0,0.051382439,0.063755081,5,643,0
1,0.054753918,0.088507075,5,689,0
1,0.051673165,0.115273152,6,572,0
1,0.053662699,0.101278227,6,570,0
0,0.071095928,0.036265683,4,647,0
2,0.060261047,0.146870279,2,686,0
0,0.063367319,0.086885416,6,768,0
2,0.062897549,0.168801087,5,606,0
1,0.070953289,0.092947025,6,668,0
1,0.051738351,0.10191598,6,671,0
2,0.062659179,0.139941467,5,702,0
5,0.052529115,0.33355321,4,667,1
0,0.065300473,0.022931521,6,631,0
4,0.043659089,0.242798737,2,477,1
0,0.052439518,0.036063139,6,800,0
2,0.056070458,0.123739471,5,780,0
0,0.077307553,0.039213117,6,606,0
1,0.068548073,0.107021991,5,718,0
0,0.053172644,0.081166624,3,654,0
0,0.074199745,0.061352001,4,603,0
2,0.070303245,0.127059201,4,611,0
3,0.065772656,0.195281557,5,631,0
5,0.068623962,0.319543671,4,666,1
5,0.066610502,0.343905301,4,554,1
0,0.060260366,0.093803901,3,666,0
0,0.067905369,0.01,1,595,0
1,0.042559609,0.082081524,6,688,0
1,0.048085065,0.108228598,5,624,0
4,0.049056892,0.195751584,7,686,0
1,0.03745944,0.064190847,8,615,0
0,0.078705666,0.049730726,2,543,0
5,0.060101449,0.270498711,4,630,1
1,0.040488909,0.120972084,6,588,0
1,0.056895298,0.111562825,7,655,0
0,0.057534266,0.052710462,4,646,0
2,0.054814859,0.179321506,5,602,0
1,0.055180939,0.095427115,6,614,0
0,0.083552496,0.068468077,3,682,0
0,0.077432269,0.091091491,4,672,0
2,0.073964776,0.112064216,7,685,0
1,0.065679112,0.119629781,3,522,0
5,0.052970265,0.325166436,2,649,1
1,0.067952469,0.080369817,5,657,0
4,0.055921665,0.274740341,0,579,1
0,0.06628111,0.037993024,3,554,0
0,0.053153957,0.032689556,8,737,0
0,0.068453672,0.01,1,555,0
0,0.06020588,0.083968132,4,623,0
3,0.069197947,0.171154981,5,556,0
1,0.056372278,0.099384699,6,660,0
1,0.05506149,0.107052266,7,695,0
1,0.053587831,0.082048127,5,634,0
2,0.036690983,0.18130747,3,636,0
5,0.069844662,0.269139972,4,557,1
